score,at,content
2,2025 04 18 22 51 52,kenapa shopee saya ngk bisa lagi cod padahal ngk pernah saya retur mohon solusinya
1,2025 04 18 22 14 30,sangat mengecewakan masa untuk masalah informasi untuk pengantaran paket bisa langsung dikasih info sudah di terima padahal customer nya belum nerima sama sekali bagaimana klau non cod nih sama aja penipuan
1,2025 04 18 22 13 06,tidak bisa cod lagi shopee buruk pindah aplikasi lain
5,2025 04 18 21 27 51,cod an alhmdllh sll amanah gk pernah kecewa para owner jujur
1,2025 04 18 18 45 57,pihak shopy lucu juga ya saya mesan produk di shopy anehnya produk pesanan saya dibatalkan dan itu bukan saya yang membatalkannya tapi hebatnya lagi cod saya diblokir yang saya bingung saya ngak pernah melakukan kesalahan sesuai pesanan yang datang saya bayar ada ada aja sistem aplikasi shopy
3,2025 04 18 17 32 46,knpa saaat cod di alamat saya tidak bisa
3,2025 04 18 17 15 53,bintang tiga dulu soalnya setiap pembelian yg banyak kadang sudah tidak bisa cod lagi apa emang kaya gitu ya
5,2025 04 18 16 40 23,saya suka belanja di shopee tp knp skrng tdk bisa cod karna yg sering retur itu kurir bukan dr pelanggan shopee
1,2025 04 18 16 02 36,katanya bisa cod di seluruh indonesia tapi di tempat saya ga bisa tu cod pembohong ini
4,2025 04 18 15 56 34,saya mohon tolong di tambahkan pembayaran lewat qr atau gopay dan danaa saya mau mesen barang jadi susah metode pembayaran kalo tida ada cod dari toko nya mau bayar lewat apa tolong di tambahkan dana gopay yang bersistem qr code gitu yahh minn tolongg bangett ini mahh
5,2025 04 18 15 45 32,bagus tpi plis bantu akun shopee aku jadi bisa cod
5,2025 04 18 14 23 48,sangat puas namun kalau bisa jika pelayanan selain cod seorang kurir menampilkan bukti gambar orang yang menerima agar jelas siapa yang menerima dan agar tidak sampai terjadi hal yang tidak diinginkan
3,2025 04 18 14 22 41,suka blanja di shope tapi pakai cod
5,2025 04 18 13 43 36,tingkatkan pelayanan kepada konsumen terutama untuk cod
3,2025 04 18 13 27 35,sekarang udah g bisa cod
1,2025 04 18 12 12 40,kenapa shopee saya gk bisa cod an sih harus bayar k gree aja low bayar langsung saya takut barang yh jelek
5,2025 04 18 11 26 26,tetap lebih banyak on cod mudah
5,2025 04 18 10 38 10,sangat bagus sekali untuk pengirimannya terutama untuk cod dan keamanan barang saya suka sekali dengan shopee terima kasih banyak
4,2025 04 18 10 09 32,ni sampai kpn g bisa cod gtw t lgi butuh bgttttt mohon di perbaiki
5,2025 04 18 08 05 30,saya ingin tanya jika sudah pesan shopee cod sampek nya di mana yah
1,2025 04 18 08 03 48,kecewa bgt sama shopee knp jnt di hapus sih pdhl bagus bgt loh utk kt yg di daerah terpencil udh gbsa cod lagi haduhh parah bgt
1,2025 04 18 07 43 39,layanan kurang kenapa kurir ya nga terlalu sabar laporan ya ditolak padahal pengeriman bisa dua kali langsung kalau kurir ngomong paketan ya ditolak padahal saya nga nolak ntu omongan kurir ya malas dr pusat ya langsung dinonaktifkan cod ya padahal keterangan saya dr sopiy nga didengar sepihak
1,2025 04 18 07 05 31,sedikit cod ditambah pengiriman yang super lelet
5,2025 04 18 06 41 07,shopee memberikan saya pengalaman belanja online yg menyenangkan mau belanja apa aja tersedia semua saya nggak perlu repot buat keluar rumah cukup nyari barang yg saya butuhkan senua ada meski pengiriman akhir akhir ini agak lambat tapi saya tetap setia sama shopee menurut saya harga barang di shopee cukup bagus tidak lebay seluruh anggota keluarga saya sekarang pakai shopee semua gratis ongkir cod serta shopee pay later juga game nya sangat memuaskan terimakasih shopee
5,2025 04 18 06 05 20,sangat membatu untuk segala kebutuhan saya dan bisa cod sangat memuaskan dan tepat waktu
5,2025 04 17 23 41 50,kenapa akun saya tak bisa cod
5,2025 04 17 22 51 03,aman dengn cod cek dl
2,2025 04 17 22 31 05,gimana ini shope saya gak bisa pakai metode cod terus padahal jarang pesan barang
1,2025 04 17 20 09 47,masa gbs cod si
5,2025 04 17 19 10 16,coba diperiksa lagi pada reseller yang pernah mengirim barang cod padahal saya tidak pesan
5,2025 04 17 19 02 25,paket tidak sampai dan kurir tidak menelfon tapi di nyatakan gagal sehingga saya tidak dapat menikmati layanan cod tolong bersikap bijak
2,2025 04 17 18 29 22,kehilangan pengiriman jnt seler jadi sulit untuk mengirimkan paket apalagi kondisi seleer jauh dari gerai spx antaraja dan sicepat saya coba pake jne ternyata tidak ada fitur cod
2,2025 04 17 15 28 45,kenapa putus kontrak sm j t padahal itu ekspedisi paling favorit pake spx juga gabisa cod ke luar jawa trus ga affordable
4,2025 04 17 15 12 41,kenapa tidak bisa cod yah sekarang
3,2025 04 17 14 28 12,tidak bisa cod padahal udah nanya ke cs shopee tetep g bisa
1,2025 04 17 13 49 17,guaa ga bisa cod anjir padahal gw pengguna baru tolong dong shoppe ga jelas tau ga
4,2025 04 17 13 02 03,kenapa gabisa cod ya bahkan disemua toko
2,2025 04 17 12 24 34,saya pernah kena cod tak bisa dibuka tp begitu dibuka brg sdh expired dan terlalu bertele tele utk scptnya diganti
1,2025 04 17 11 57 48,shoppe sekarang udah gak bisa cod
1,2025 04 17 11 34 21,kecewa saya gak pernah melakukan per return barang sekali mau pesan udah gak bisa cod gimana nih
5,2025 04 17 11 28 07,sudah sangat bagus dengan voucher ongkir cod di tingkatkan di semua toko bagi konsumen baik
5,2025 04 17 11 17 48,shopee tolong barang kadang kan afa yg di retun karna barang tidak sesui trus cod ya di blokir tolong di lihat dulu karna kesalah kadang si penjual
2,2025 04 17 10 40 33,jika kurir nya tak antar barang jngn akun member nya yg kena sanksi tidak bisa cod
1,2025 04 17 08 19 40,kenapa banyak barang yang tidak bisa cod
1,2025 04 17 07 09 23,paket saya hilang ini gimana di aplikasi sudah diterima tapi saya nggak nerima sama sekali ini lah alasan saya lebih milih cod dari pada harus bayar dulu
3,2025 04 16 23 14 47,karna sering ndk ad metode pembayaran cod dan tdk bisa mengajukan penghapusan akun shopee
1,2025 04 16 22 05 11,tolong di tutup pengiriman barang lewat spx di aceh karena barang cod banyak nggak nyampek ketempat
4,2025 04 16 21 01 33,suka belanja di shopee tapi kenapa sekarang layanan cod di hapus
5,2025 04 16 20 32 42,masi g bsa cod sebagian
1,2025 04 16 19 58 36,setiap belanja pake shopeepay aja lama banget nyampe nya bagian cod cepet cacaatttttttttttt cuman ada spx doang blokkkk
1,2025 04 16 19 56 02,kok akun saya gak mau cod padahal saya gak pernah nge return barang padahal yg return barang dari aplikasi nya sendiri kalau kayak gini saya bisa rugi
1,2025 04 16 19 50 07,setiap mau payment cod selalu nge bug parah jaringan juga kenceng ngeselin bener harus keluar masuk aplikasi shopee nya
2,2025 04 16 19 07 18,semenjak jnt dihilangkan dari shoope spx mulai semena mena tanpa pemberitahuan dan ga ada dianterin ke rumah tiba tiba direturn secara sepihak beda banget pelayanannya dengan jnt mana ga bisa cod udah beberapa hari ini
2,2025 04 16 18 58 33,kenapa ya tiap kali pesen shopee food waktu di cod gagal teruss padahal biasanya bisaa apa saya yang kurang paham tolong di bantu
1,2025 04 16 18 16 06,karena pas pencet cod gak cod karena shopee noob
2,2025 04 16 17 45 24,jadi makin lelet apknya pembayaran cod saya juga di nonaktifkan pdhl ga prnh ga ambil barangnya walaupun ga sesuai giliran butuh malah bermasalah
5,2025 04 16 17 40 17,aplikasinya sangat bagus bisa gratis ongkir bahkan cod juga bisa jangan lupa buat gratisin voucher kalau pertama download nanti pokoknya shopee itu the best
1,2025 04 16 16 44 38,saya sangat kecewa pada apk shope tidak ada metode pembayaran cod nya sekarang mah
5,2025 04 16 16 38 57,sya tidak bisa cod sekarang kerna pesanan sebelumnya banyak gagal itupun bukan saya yang gagalkan pesanan saya kurir dan shopee sendiri yang menggagalkannya
4,2025 04 16 15 20 22,sebaiknya cod cek ok diterima baru bayar ok ngak
5,2025 04 16 14 51 26,sangat sangat membantu dalam berbelanja apalagi memakai sistem cod mantap
4,2025 04 16 13 13 32,aplikasi terakhir shopee saya ininstal krn pas order saya tidak bisa cod di karenakan ada beberapa pesanan yg batal padahal kesalahan bukan dari saya tp knp saya yg di nonaktifkan sehingga tidak bisa menggunakan pembayaran via cod yg membuat saya malas untuk belanja online krn keterbatasan waktu saya
1,2025 04 16 12 58 56,gak beres kurir shopee paket saya diretur tanpa persetujuan saya jadi yg kena akun shopee saya gak bisa cod cek dulu
3,2025 04 16 12 41 23,fitur shope untuk penjual menghapus sistem blokir untuk pembeli hal ini shope sangat mendewakan pembeli kita yg penjual sangat dirugikan karena adanya pembeli fiktif gagal cod atau lainnya mohon untuk dikoreksi lagi kalau tidak mau lari ke tiktok atau tokopedia
2,2025 04 16 11 34 09,sistem pembayaran cod kalo bisa dihapus aja si kasian saya denger curhatan kurir tiap hari gara gara paket cod kebetulan temen saya kurir spx
5,2025 04 16 10 41 55,kenapa akun ku nggak bisa cod kk
5,2025 04 16 08 13 07,puas segala pesanan asal cod
5,2025 04 16 07 52 49,bagus sekarang ada cod cek dulu
3,2025 04 16 07 01 29,shopee yang sekarang gak bisa buat cod jadi kitaa yang gak punya aplikasi dana atau pun apa jadi susah mau pesen psen
1,2025 04 16 05 34 42,gbs cod
1,2025 04 16 05 18 55,shoppe ny ngak bisa cod tolong lah kk admin buka fitur cod nya
5,2025 04 16 01 51 41,shopee sekarang kacau enga bisa cod toko nya hati isi nya penipu semua bro
5,2025 04 15 23 54 17,tolong dong pihak shopee masalah pihak kurir pengirimannya tidak bertanggung jawab saya menunggu pesanan saya sudah hampir sebulan belum saya diterima sampai saya cek rincian pesanan saya secara detail malah pihak kurir pengirimnya dibilangnya saya menolak pesanan padahal saya menunggu pesanan saya saya biasa membeli dengan cod cek dulu cod saya tidak aktif lagi saya kecewa dengan pihak kurir pengirimnya tidak bertanggung jawab saya dibilang menolak pesanan tolong berikan ketegasannya
5,2025 04 15 23 38 20,mohon maaf buka dong cod kenak pembatasan akun padahal yg gagal di kirim pas mau buka puasa g ada di rumah
3,2025 04 15 23 25 48,knp ya ko ga bisa cod
1,2025 04 15 21 13 21,cod kok tidak bisa apakah error
3,2025 04 15 19 32 52,pembayaran tidak bisa cod
1,2025 04 15 19 28 13,semenjak j t gak ada udah gak bisa cod di tempat saya saya kecewa
5,2025 04 15 18 59 00,knp akun saya gak bisa cod minnn plis perbaiki minn
1,2025 04 15 18 23 34,suka batalkan pesanan secara sepihak dan saat di komplin mala pembeli yang di fitnah cod di nonaktifkan dengan alasan yang menyalakan pembeli
4,2025 04 15 18 05 07,kenapa sihh shopee skarang udah ngak bisa cod
1,2025 04 15 17 11 57,skrg udh ga bisa cod lgi saran dong biar bisa cod lgii
5,2025 04 15 15 04 08,saya sudah lama menggunakan aplikasi ini ada satu saran dari saya kalo ada toko yang nakal yang mengirimkan produk tidak sesuai dengan yang diiklankan sebaiknya di blacklist saja dan kenapa sekarang belanja kok kebanyakan harus pakai shopeepay atau payletter kita sebagai pelanggan senangnya pakai cod terkadang kita jadi males belanja di online
1,2025 04 15 14 34 40,saya susah masuk ke aplikasi pakai nomor handphone padahal banyak yang mau di beli sekali buka login nongol kode barcode mullu emang gak bisa ya kalo pake selain barcode
5,2025 04 15 13 45 56,kebutuhan apapun ada semua dan murah kwalitas bersaing paling suka pembayarannya ada codnya dan gratis ongkir
4,2025 04 15 13 33 36,tolong pihak shopie jika ada order masuk kami sebagai reseler klo bisa jika ada yg pesan dan sudah membuat pilihan pengiriman cod berhasil skali kik lngsung terkunci dan jika ingin mmbatalkan menunggu konfirmasi dari resellernya agar tidak buat maen pesanan di fitur cod nya terimakasih
5,2025 04 15 12 18 18,memang terkadang untuk pemesanan barang terpaksa saya batalkan karena sesuatu hal dan itupun karena masalah tehnis tapi kenapa jadi ga bisa pakai cod
5,2025 04 15 12 10 50,utamakan cod n gratis ongkir n diskon
2,2025 04 15 12 08 02,skarang bnyak toko yg nipu klo bisa mah buat toko nya yg lebih ketat biar gak bnyak kejadian klo buyer tidak pesen paket tp ada kiriman paket cod fiktif kasian kurirnya
5,2025 04 15 11 14 23,tolong buat ongkirnya jangan terlalu mahal ya dan buat saya yg saya butuhkan yg bisa cod
1,2025 04 15 11 08 39,akhir akhir ini banyak pesanan saya yang gak sampai jadi gak bisa cod lagi sbagai pelanggat sangat kecewa karna saya sbagai teknisi electronik slalu pesan melalui shopy kini sangat kecewa karna shopy yg gagali pesanan saya yg kena dampaknya
5,2025 04 15 10 54 43,mohon di cek mengapa alamat sya tidak bisa bayar cod
4,2025 04 15 10 38 22,bagus sih aplikasi nya cuman kadang metode pembayaran cod nya bisa ilang gitu aja
4,2025 04 15 10 04 31,halo kak saya ingin bertanya kenapa shoope saya tidak bisa cod lagi yaa tolong bantuannya kak karna saya ketergantungan sama shoope
3,2025 04 15 08 43 25,bagus kadang tidak bisa cod
5,2025 04 15 08 10 31,mudah memakainya ndak ribet dan banyak pilihan barangnya bikin nyaman tuk cari berbagai tipe barang dan pilihan harga yg bervariasi bikin konsumen merasa aman berbelanja online krn ada fitur belanja cek dulu di cod
1,2025 04 15 05 30 42,tolong kalau pesanan nggak sesuai di kembalikan jangan main blokir aja sekarang mau pesan udah nggak bisa cod
5,2025 04 15 04 23 21,gmn saya tidak bisa melakuan pembayaran cod
5,2025 04 15 03 31 52,puas belanja di shopee banyak discount banyak cod dan jaminan pengembalian
2,2025 04 14 22 52 29,kok apk sopie malah ngak bisa cod sih ini gimana saya mau beli barang malah ngak bisa cod
4,2025 04 14 21 43 45,spaylater kalok bisa ada pilihan cek dulu seperti cod cek dulu
1,2025 04 14 21 20 24,menu penggembalian barang susah kalau bisa utamakan cod cek dulu biar ngak kecewa soalnya kalau retur tunggu konfirmasi penjual padahal penjual yang salah kirim barang
4,2025 04 14 20 57 39,udah lama langganan sma shopee cuman kok akhir akhir ini brangx kadang direture kitanya tidak membatalkan brang yg di pesan berani pesan berani bayar dan akhir akhir ini sistem codx di non aktif itu knp ya
1,2025 04 14 20 27 43,kenapa sekarang hampir semua barang kalau dipesan tidak bisa cod kesel dan kecewa banget sama shoppe sekarang
5,2025 04 14 20 08 10,sangat memuaskan jadwal selalu tepat dalam waktu yang ditentukan quality barang sesuai dengan gambar dan video amanah selalu ya buat shopee agar kami dapat belanja cod dengan nyaman trimakasih
5,2025 04 14 19 55 34,bgus dan bermanfaat bisa cod lagi
5,2025 04 14 19 29 09,mantap banget klo shopee terkadang aku gc perlu cod karna barangnya terjamin maksih shopee
3,2025 04 14 17 20 32,untuk pembelian cod dibatasi hanya karena jarak padahal setiap kali pesan barang sya tdk pernah mengecewakan penjual ataupun kurir nya
1,2025 04 14 17 15 34,makin parah aja gak bisa cod smua parah
5,2025 04 14 16 51 12,cod puas banget
1,2025 04 14 14 33 04,jelek skli awalnya cod skrng gak bisa joroknya
2,2025 04 14 13 30 29,kenapa daerah kalteng gabisa cod min
2,2025 04 14 13 17 13,knp shopee sdh ndak bisa cod
5,2025 04 14 11 25 43,bisa bayar dengan cod an
2,2025 04 14 11 24 11,kesel banget sama shopeefoodnya selalu gagal mencari driver di tingkatin lagi lah kalo gini terus kan jadi malas pake shopeefood dulu susah nyari driver sekarang susah cod emang di kira semua orang punya shopeepay apa ada yg simple tapi di peribet
4,2025 04 14 11 12 37,senang berbelanja di sopee apalagi ada cod cek dulu muda mudahan kedepanx berlaku kesemua produk yg ad disopee biar tdk ada toko yg nakal dan tidak merugikan konsumen
5,2025 04 14 10 50 37,kita pesan barang cod sdh terbiasa ada ada riwayat baik di hari raya kita cod barang di balikan sama yang antar katanya tidak ketemu sama rumahnya eeh yang salah siapa yang kena blokir cod pengguna tdk diijinkan cod lagi faktor manusia kurang diajarkan etika
1,2025 04 14 10 28 41,kenapa shopee saya tidak bisa cod padahal aplikasi nya baru download dan nomer nya sudah saya ganti dan belum pernah beli kok tidak bisa cod
5,2025 04 14 05 03 04,kenapa saya tidak bisa membayar dengan sistem cod
2,2025 04 13 21 23 59,tolong in knp shope sy ud g bisa cod bkn hnya saya sih tpi orng di sekitar sya yg menggunakan shope g bisa cod
1,2025 04 13 20 40 54,aneh setelah melakukan pengembalian barang krn tidak sesuai yg saya pesan fitur cod saya dinonaktifkan
1,2025 04 13 20 34 49,saya sangat menyesal menggunakan aplikasi ini shopee bener bener mebuat orang kesusahan saya hanya ingin login di akun saya sendiri tapi sangat di persulit saya hanya ingin logi di akun saya sendiri tapi kenapa tidak bisa padahal sandi yang saya masukan bener dan no hp yang saya gunakan adalah no hp saya sendiri dan itu masih aktif masalahnya kenapa harus pake verifikasi scan code qr itu menurutku hanya merugikan pengguna shopee hp untuk melakukan scan itu sudah saya jual gmn dong
5,2025 04 13 20 22 28,suka banget padahal belanja di shopee tapi kok ngga bisa cod lagi ya sayang bangett
1,2025 04 13 20 15 28,spx yg gak ngantar paket gak ada pemberitahuan tiba ada kabar paket di retur akhirnya kita gak bisa lg belanja cod lagi padahal sejak pake jnt aman aja
4,2025 04 13 19 52 48,sampai saat ini puas barang dikirim sesuai pesanan bisa cod pengiriman sedikit lambat
1,2025 04 13 19 48 17,buruk sangat buruk setiap sy pesen paket paket sy selalu hilang pembayaran cod sy heran kok paket sy selalu hilang trus sebelum hilang sy jg pesen kereta mainan dan pembayarannya lwt alfamart tp ternyata malah di cancel sama pihak penjualnya kesel laa sy udh bayar di alfamart ternyata di cancel sama pihak penjualnya gmn nih pihak shopee kalau begini trus pihak pembeli merasa di rugikan pelayanan a buruk
5,2025 04 13 18 53 07,saya sengaja mengedit ulasan saya sebap banyak banget kejadian kurir yang cekcok dengan pembeli ada baiknya semua cod itu bisa di buat cod cek dulu jadi buat para seller yg main main dengan pesanan orang akan kesulitan dan mencegah cekcok konsumen dengan kurir trimakasih semoga bisa di baca orang yang berkompeten di hal ini shopee
5,2025 04 13 18 38 47,aplikasi yang bagus bisa pesen barang apapun yang kita mau apalagi sekarang ada metode cod cek dulu kalau barang nya gak sesuai bisa di batalin atau balikin
1,2025 04 13 16 59 50,skarang shopee smakin bad cth pdhl paket saya sudah tunggu gada sampai kurir gada konfirmasi tiba paket sudah diretur yg menyebabkan gabisa sistem cod cek dulu serta pas pengantaran barang please cantumkan nama kontak kurir agar costumer bisa berkomunikasi dgn kurir
2,2025 04 13 16 26 09,ini ekspedisi shopee nerima paket diluar aplikasi kah saya nerima paket cod atas nama aplikasi shopee padahal saya ga pesan kaget banget mana kurir langsung konfirmasi mau ga mau harus bayar
1,2025 04 13 16 24 21,j t express udah di hapus jadi g bisa cod
1,2025 04 13 16 11 08,tolong aktifkan fitur cod di akun saya
2,2025 04 13 14 30 20,kenapa fitur cod di akun ku tiba tiba hilang tolong responnya
1,2025 04 13 14 02 33,shopie ga bisa cod lagi bngsat ga seperti yg dulu lagi
1,2025 04 13 12 14 56,pesanan saya lambat sekarang shopee tidak teratur dalam pengiriman tepat waktu di karnakan cod pesanan di perlambat
5,2025 04 13 10 51 44,mau tanya kepada shopee kenapa ya saya tidak bisa mimilih metode cod hampir semua toko saya tidak mau pakai tf shopee saya lebih suka pakai cod bagaimana ini shopee harap penjelasan nya
1,2025 04 13 10 37 16,sekarang malah gk bsa cod
5,2025 04 13 09 51 37,kalau pembayaran cod pengiriman cepat kalau pay later lambat kenapa ya
1,2025 04 13 09 32 10,daerah saya gabisa cod gaada pengiriman jnt dan jne lagi
5,2025 04 13 06 33 12,shopee kembali cod lagi ya sekarang susah mau belanja aplikasi shopee tidak bisa cod lagi kayaknya dulu enak bisa cod cod dong kayak dulu gituuu
3,2025 04 13 06 32 25,blnja dsini sdh tdk ad lg cod ny
1,2025 04 13 05 44 03,kenapa shopee tidak bisa cod tolong diaktifkan lagi fitur cod
5,2025 04 13 01 47 30,kenapa saya tidak bisa lagi belanja shoope cod kak
1,2025 04 13 00 12 46,brg yg d beli ga cocok trus d kembalikan konsumen salah pihak shopee yg batilin pesanan konsumen konsumen juga yg salah skrg konsumen mau belanja lg pihak shopee tdk ijinin konsumen pakai cod trus konsumen apa harus terima brg yg tdk sesuai itu
5,2025 04 12 23 12 52,sy menghambat belanja saya ada juga yg ga bisa cod harga yg sudah sy sepakati berubah drastis karena sy ga bisa menggunakan bank dari mitra shopee terpaksa beli sy batalkan karena harganya naik gila gilaan
3,2025 04 12 22 28 31,tlong ini shopee kesel bgt sumph bru kmren bgt akun ku di nonaktifkan cod tp ak maklum krn kesalahan ak yg return dn bbrp kl batalin pket trs ak ud buat baru eh bru sekli co pke cod mlh gbisa lgi cod ny ksel bgt sumpah
4,2025 04 12 20 27 44,entah kenapa sekarang sya tak bisa menggunakan pembayaran cod
5,2025 04 12 20 22 03,bagus buat cod barang
5,2025 04 12 20 03 50,okkk boss cod gratis ongkir
1,2025 04 12 19 12 17,najis pesanan lama gw ganti no telepon yg baru masih aja di telepol pakek no yg lama mana no lama udh gak aktif gw beli kagak cod pakek bca kagak dateng dateng dia bilang gw kagak mau nerima paket nya padahal gw aja galiat dia di depan rumah
5,2025 04 12 19 00 21,mantaplah pokoknya hayo gabung di shopee banyak promo diskon nya bisa bayar di tempat cod bisa kredit dan sebagainya
5,2025 04 12 18 25 47,saya senang bisa blnja kprluan di shopee dg cara cod terima kasih shopee
2,2025 04 12 17 44 12,shopee langsung hilangkan cod nya smoga bisa d aktifkan kmbli
1,2025 04 12 17 31 23,shope skrg gak bisa cod bay shopee
5,2025 04 12 17 25 13,shopee cod garansi aman cepat dan terpercaya
5,2025 04 12 16 41 40,bagus selama belanja dishopee tapi kadang ada barang yang tidak sesuai diklan trus sekarang mau cod agak sulit karena bayar dulu pakai spay later sedang kita nggak paham spay later yang kita tau barang datang kita bayar terima kasih
2,2025 04 12 15 23 23,tidak bisa cod di alamat
2,2025 04 12 14 18 07,tolong beri keterangan yang jelas terhadap produk pasalnya ada produk yang berlabel cod tapi saat di cekout toko tak mengaftikan layanan cod
1,2025 04 12 14 13 04,g bisa cod lagi
1,2025 04 12 14 11 27,shopee tidak bisa cod lagi aku gak akan pake shopee lagi lebih baik lazada
1,2025 04 12 13 55 37,udahlah jasa kirim jnt di tiadakan eh malah skarang tidak bisa cod pula bagus uninstall dan pindah haluan
1,2025 04 12 13 42 59,kenapa sekrang shoope saya nggk bisa cod lagii ya payah bener kalo mau pesen bingung
5,2025 04 12 12 59 38,beli disopee enak perbanyakan lagi barang yg bisa cod nya
5,2025 04 12 12 33 18,sayangnya opsi cod kok hilang di akun atau daerah saya
5,2025 04 12 12 31 34,cod nya tolong di aktifkan
5,2025 04 12 11 14 35,belanja mudah puas komplit yg pnting bisa cod dan free ongkir
4,2025 04 12 10 26 22,ga bisa cod uy
3,2025 04 12 10 21 40,kenapa akun saya tidak bisa cod
5,2025 04 12 08 42 12,sayang kenpa sekarang akun ku sdah ngga bisa cod lgi
5,2025 04 12 08 32 53,senang belanja di shopee karna bisa cod cek dulu jadi dapat barang semua aman
1,2025 04 12 06 50 33,gak bisa cod
1,2025 04 12 05 30 09,njirrr gak sekarang gak bisa cod
2,2025 04 12 05 09 03,tolong dong shopee kenapa lagi tidak bisa cod tolong bantuannya ya shopee
1,2025 04 12 00 27 39,apanya yang aktivitas mencurigakan mau cod aja dikira aktifitas mencurigakan kecewa dah beli di aplikasi lain aja ga ribet
3,2025 04 11 23 18 57,minimal cod itu diaktifkan selalu kakak dan kenapa mendaftar baru tapi cod nya yang gak jadi sih gimana sih
4,2025 04 11 20 57 45,tolong jngn membatasi cod di biasakan cod sepuasnya
5,2025 04 11 20 30 38,segalanya perlu shopee shopee segalanya perlu ada perlu perlu cukup dengan shopee dengan shopee keperluan tercukupi tidak perlu dengan uang cukup cod
2,2025 04 11 19 40 24,kenapa pesanan saya di batalkan padahal bukan cod sudah dibayar langsung tapi di batalkan aneh trus klo cod kurir gak pernah konfirmasi wa chat atau tlp ga ada apalagi kurir jnt semuanya ga ada konfirmasi klo ga ada di rumah besok nya ga di antar lagi kerumah pake foto kemarin di batalinnya alasannya customer ga ada di tempat padahal dari pagi saya nunggu nunggu pesanan saya tambah ribet shopee sekarang males belanja lagi hapus aja lah
3,2025 04 11 19 22 52,kenapa fitur cod tidak bisa
5,2025 04 11 19 11 39,suka sekali belanja di shopee semoga semakin hari bisa semakin murah ongkir nya dan bisa selalu cod
1,2025 04 11 18 48 51,kenapa setelah beberapa kali memesan barang lalu tidak di ambil terus jikaa memesan lagi tidak bisaa cod lagi jawab tolol
1,2025 04 11 17 42 13,tolong pihak shopee pake jasa pengiriman di perbaiki saran saya pake jasa pengiriman yg bagus kurir spx pada males antar paket ap lg yang cod terkadang gk sampe rumah alasannya gk orang macem macem alasannya gk mau antar
2,2025 04 11 16 32 20,untuk jasa kirim anteraja kenpa tidak bisa cod pdhal fitur cod sudah aktif
5,2025 04 11 15 27 03,emang selalu puas belanja di sopi bisa cod
1,2025 04 11 14 33 01,tida bisa cod
5,2025 04 11 11 13 05,toko di sopi bnyak yg amanah apalagi ada sistem cod cek dulu jadi gk ditipu sopi memudahkan keperluanku apalagi kalo jasa kirimnya jnt cepet sampenya
4,2025 04 11 06 30 09,sebenarnya saya suka dengan aplikasi ini sangat membantu sekali tapi saya kurang puas di saat kita cod ada kendala gitu langsung pesanan kita proses pengembalian
5,2025 04 11 05 21 53,shopee sangat membantu untuk belanja dan paling aku suka yaitu cod ongkirnya juga kecil sukses selalu shopee
5,2025 04 10 22 55 02,alhamdulillah selama blnja d shopee barangnya sesuai pesanan harga sesuai tlg bayakin voucher free ongkir ya doong tp prnh juga dpt paket cod yg kita ga pesan samasekali dah bbrp kali bahkan hrs lbh waspada klo nerima paket
2,2025 04 10 22 07 46,shopee nya selalu error barang yang di cantumkan tertera bisa cod pas cek out malah gak bisa cod tolong masalahnya harus di selesaikan
5,2025 04 10 21 30 43,tolong dong aktifkn cod nya jgn terllu lma me non aktifkn sedih aku ndak bs blnja
1,2025 04 10 21 19 38,sering terjadi tidak bisa memakai voucher diskon pada saat cara transaksi dan sering melihat toko yang tidak ada cod tolong kalo ada diskon voucher saat mengganti mode pembayaran voucher nya bisa di aktifkan dan saya sering lihat di toko aplikasi lain vocher kalo metode pembayarannya di ganti pasti masih bisa di pakai dan shopee adalah salah satu apk yang
1,2025 04 10 20 32 33,pliss aktif kan lagi fitur cod shopee lepas j t kami lepas shopee
5,2025 04 10 19 49 50,sangat membantu bagai mana cara memulihkan akun karna awalnya salah memencet meretur prodak yg akhirnya tidak bisa cod
5,2025 04 10 19 30 58,belanja di shopee sangat puas bisa cod
4,2025 04 10 19 28 18,kenapa fitur cod nya sdh tidak ada admin tolong di adakan kembali
4,2025 04 10 19 19 16,kalian klo tak mau pengiriman nya d komplen pelanggan tolong perbaiki sistem pengiriman kalian bukan mlah menghilangkan cod sma pelanggan lemah kali sistem kalian ni
3,2025 04 10 18 56 38,agak kecewa sih shopee sekrg udah gk ad layanan cod
5,2025 04 10 18 16 17,kok sekarang nggak bisa cod lagi ada apa
5,2025 04 10 15 51 46,ini shopee knp sih kok gk bisa cod
1,2025 04 10 15 08 52,sejak udah ga ada layanan cod ke berau kalimantan timur jadi aplikasi yang ga berguna padahal hampir tiap hari punya paket biasanya dari shopee via jnt bikin kecewa
5,2025 04 10 14 15 05,apk nya bagusss bangettt top buat belanja online apalgi ada fitur cod check dlu jdi gausah panik kalo ketipu ama seller tinggal vid in bukti unboxing nya nanti barang bisa di retur and dapet uangnya kembalii dehh
5,2025 04 10 13 59 36,cocok buat cod
5,2025 04 10 12 15 58,serba ada terjangakau pengiriman tepat waktu banyak pilihan bisa cod
1,2025 04 10 11 49 49,ga bisa cod
